amenity_key,google_type,place_id,name,lat,lon,types,vicinity,business_status
restaurant,restaurant,ChIJ37eBPXD99IgR1cGGZMl2hJY,Subway,33.6574948,-84.4060186,meal_takeaway|restaurant|food|point_of_interest|establishment,"519 North Central Avenue, Hapeville",OPERATIONAL
restaurant,restaurant,ChIJrfLhm0399IgRbUJGPuEpyx8,La Fiesta Mexican Restaurant,33.65958759999999,-84.4353195,restaurant|food|point_of_interest|establishment,"1419 Virginia Avenue, Atlanta",OPERATIONAL
restaurant,restaurant,ChIJ2wmHDFMd9YgRfYFhn7unVzQ,Oz Pizza- East Point,33.6788091,-84.4405596,restaurant|food|point_of_interest|establishment,"2805 Main Street, East Point",OPERATIONAL
restaurant,restaurant,ChIJs8eAA2j99IgRWXg6tJNr43w,Grecian Gyro Hapeville,33.6590276,-84.4170006,restaurant|food|point_of_interest|establishment,"855 Virginia Avenue, Hapeville",OPERATIONAL
restaurant,restaurant,ChIJr92t-0_99IgR4ccQYeA2Nfk,Smoothie King,33.6584689,-84.4178176,meal_delivery|restaurant|food|point_of_interest|establishment,"876 Virginia Avenue Suite A, Hapeville",OPERATIONAL
restaurant,restaurant,ChIJid0AxE_99IgR3hkhmeRaPoo,McDonald's,33.65934180000001,-84.4287246,cafe|restaurant|food|store|point_of_interest|establishment,"1203 Virginia Avenue, East Point",OPERATIONAL
restaurant,restaurant,ChIJw8556Ewd9YgRaZojLKsucMU,Krystal,33.6867823,-84.4397832,restaurant|food|point_of_interest|establishment,"2509 Main Street, East Point",OPERATIONAL
restaurant,restaurant,ChIJubxuyqQC9YgRfpqtE4hMbLk,Chick-fil-A,33.6818113,-84.4239394,restaurant|food|point_of_interest|establishment,"1065 Cleveland Avenue, East Point",OPERATIONAL
restaurant,restaurant,ChIJm7Ka5U399IgRSsVZSuEhEbw,Arby's,33.6593882,-84.4336711,meal_takeaway|restaurant|food|store|point_of_interest|establishment,"1359 Virginia Avenue, Atlanta",OPERATIONAL
restaurant,restaurant,ChIJ58ISD00d9YgRluH--NPkI-A,American Deli,33.6832046,-84.4409803,restaurant|food|point_of_interest|establishment,"2631 Main Street, East Point",OPERATIONAL
restaurant,restaurant,ChIJj6QLqV7j9IgRDXAlx-rUDv0,Shake Shack,33.6427776,-84.43925,restaurant|food|point_of_interest|establishment,"6000 North Terminal Parkway, Atlanta",OPERATIONAL
restaurant,restaurant,ChIJt2yIH83i9IgRzOruw8W8lSw,P.F. Chang's,33.6409948,-84.4388335,meal_delivery|meal_takeaway|restaurant|food|point_of_interest|establishment,"Concourse A, 8700 Spine Road Space F11, Atlanta",OPERATIONAL
hospital,hospital,ChIJYV5HhUT99IgRGNWpaRK2Osw,Emory Clinic at Delta,33.6561175,-84.4235142,hospital|health|point_of_interest|establishment,"1030 Delta Boulevard, Atlanta",OPERATIONAL
hospital,hospital,ChIJt5ilp0T99IgRU5GrAPhpbac,Nova Medical Centers,33.65980609999999,-84.422005,physiotherapist|hospital|doctor|health|point_of_interest|establishment,"1005 Virginia Avenue Ste 100, Atlanta",OPERATIONAL
hospital,hospital,ChIJedpXq68C9YgR4cB6hZ08Bag,DaVita South Fulton Home Training (pd),33.6804368,-84.4306389,hospital|health|point_of_interest|establishment,"1275 East Cleveland Avenue 1st flr, East Point",OPERATIONAL
hospital,hospital,ChIJ005igJcC9YgRCowiEONJHJg,Marmer Medical Eye Center,33.68153849999999,-84.4148394,hospital|health|point_of_interest|establishment,"777 Cleveland Avenue Southwest Suite 102, Atlanta",OPERATIONAL
hospital,hospital,ChIJoaGxDFId9YgR0iBOm-d4JA4,DaVita East Point Dialysis Center,33.68252040000001,-84.4421156,hospital|health|point_of_interest|establishment,"2669 Church Street, East Point",OPERATIONAL
hospital,hospital,ChIJ0X4kglMd9YgRejcBSdA_bWE,Regional Medical Group,33.6776885,-84.4411087,hospital|doctor|health|point_of_interest|establishment,"2847 Main Street, Atlanta",OPERATIONAL
hospital,hospital,ChIJLfYS0FId9YgRpPxGyY-ttls,Fulton County VA Clinic,33.6806935,-84.4384777,hospital|health|point_of_interest|establishment,"1513 Cleveland Avenue Building 300, East Point",OPERATIONAL
hospital,hospital,ChIJLfYS0FId9YgRLqcT1Fo3KKo,Atlanta VA Health Care System,33.6806935,-84.4384777,hospital|health|point_of_interest|establishment,"1513 Cleveland Avenue Building 300, East Point",OPERATIONAL
hospital,hospital,ChIJoaGxDFId9YgRVNm3TpNsZr8,Southwest Atlanta Nephrology P.C.,33.6826273,-84.442025,hospital|health|point_of_interest|establishment,"2669 Church Street, East Point",OPERATIONAL
hospital,hospital,ChIJ79MsCXH99IgRtAerCAWESJk,Hapeville Medical Center,33.6552076,-84.403799,hospital|doctor|health|point_of_interest|establishment,"438 Henry Ford II Ave, Atlanta",OPERATIONAL
hospital,hospital,ChIJzzr4-WUD9YgRKae28l8TeP8,Georgia Speedy Testing,33.6818299,-84.4156245,hospital|health|point_of_interest|establishment,"809 Cleveland Avenue Southwest, Atlanta",OPERATIONAL
hospital,hospital,ChIJVW21I5gC9YgRciZrpmJ5sNo,Summit South,33.6815992,-84.4148148,hospital|health|point_of_interest|establishment,East Point,OPERATIONAL
pharmacy,pharmacy,ChIJA0ZHhUT99IgR7QtK5rk2Nkc,Walmart Pharmacy,33.65646770000001,-84.4239282,pharmacy|health|store|point_of_interest|establishment,"1030 Delta Boulevard, Atlanta",OPERATIONAL
pharmacy,pharmacy,ChIJ1UMsQlQd9YgRJiWvZKq65n4,CVS Pharmacy,33.675763,-84.4420068,pharmacy|health|store|point_of_interest|establishment,"2907 Main Street, East Point",OPERATIONAL
pharmacy,pharmacy,ChIJF0pMyKIC9YgRyfg3B5SRwZA,Walmart Pharmacy,33.6786342,-84.4167491,pharmacy|health|store|point_of_interest|establishment,"844 Cleveland Avenue Southwest, East Point",OPERATIONAL
pharmacy,pharmacy,ChIJ9Tz1WKUC9YgRGryBPUJYIk4,Pyramid Discount Pharmacy,33.6813904,-84.42782,pharmacy|health|store|point_of_interest|establishment,"1185 Cleveland Avenue, East Point",OPERATIONAL
pharmacy,pharmacy,ChIJ65LSfWX99IgRZhnfTtkrWT0,Chapman Drug Company-Pharmacy,33.6592003,-84.4091208,pharmacy|health|store|point_of_interest|establishment,"615 North Central Avenue, Hapeville",OPERATIONAL
pharmacy,pharmacy,ChIJ-9vMGBId9YgRQpbq4-tx_fQ,East Point Pharmacy,33.6757981,-84.4435527,pharmacy|health|store|point_of_interest|establishment,"2919 East Point Street, East Point",OPERATIONAL
pharmacy,pharmacy,ChIJRzpXV00d9YgRA7si3f-6MGc,BAZE Specialty Pharmacy,33.683251,-84.4387073,pharmacy|health|store|point_of_interest|establishment,"1526 East Forrest Avenue STE 102, East Point",OPERATIONAL
school,primary_school,ChIJIadr_qgC9YgRHVdcKNCQYYM,Kipp South Fulton Academy,33.6755767,-84.43059,secondary_school|primary_school|school|point_of_interest|establishment,"1286 East Washington Avenue, East Point",OPERATIONAL
school,primary_school,ChIJp3IyQmX99IgRVb4ZtC5FLDY,Hapeville Elementary School,33.66037739999999,-84.4064231,primary_school|school|point_of_interest|establishment,"3440 North Fulton Avenue, Hapeville",OPERATIONAL
school,primary_school,ChIJ9wq5TqQC9YgRq8HbaQISYak,Parklane Elementary School,33.6784616,-84.424523,primary_school|school|point_of_interest|establishment,"2809 Blount Street, East Point",OPERATIONAL
school,primary_school,ChIJTVZ807Hi9IgRq4ak6FWDDzI,Resurgence Hall Charter School,33.6754034,-84.4445024,secondary_school|primary_school|school|point_of_interest|establishment,"1706 Washington Road, East Point",OPERATIONAL
school,primary_school,ChIJl-yj7bDi9IgRPu7uiVvHphs,Gateway Christian Academy,33.6563235,-84.4095755,primary_school|school|point_of_interest|establishment,"612 College Street, Hapeville",OPERATIONAL
school,secondary_school,ChIJMY3PV7IC9YgROod6tL1U8f4,Tri-Cities High School,33.6846189,-84.4363099,secondary_school|school|point_of_interest|establishment,"2575 Harris Street, East Point",OPERATIONAL
school,secondary_school,ChIJv0W7wFz99IgRD7cBKcjIe1w,Fcs Peak Academy,33.66078469999999,-84.4210762,secondary_school|school|point_of_interest|establishment,"3430 Lang Avenue, Hapeville",OPERATIONAL
school,secondary_school,ChIJn4wcekUD9YgRf7W8GbME6Vo,TCHS Culinary Arts Program,33.6846651,-84.4363852,secondary_school|school|point_of_interest|establishment,"2575 Harris Street, East Point",OPERATIONAL
town_square,city_hall,ChIJ2Us3RlId9YgRhMxCEqokPG4,East Point City Hall,33.6803532,-84.4406946,city_hall|local_government_office|point_of_interest|establishment,"2757 East Point Street, East Point",OPERATIONAL
town_square,courthouse,ChIJh5loT0_99IgRon6j7P6JQJE,US District Court Probation,33.65524499999999,-84.428748,courthouse|point_of_interest|establishment,"100 Hartsfield Center Parkway, Atlanta",OPERATIONAL
town_square,courthouse,ChIJv5bb1G799IgRuUV4L0b2sZc,Hapeville Municipal Court,33.6561123,-84.4127356,courthouse|local_government_office|point_of_interest|establishment,"700 Doug Davis Drive, Hapeville",OPERATIONAL
town_square,courthouse,ChIJAQDQSVId9YgRxxn6WMVV5qI,East Point Municipal Court,33.6806238,-84.4421753,courthouse|local_government_office|point_of_interest|establishment,"2727 East Point Street, East Point",OPERATIONAL
public_park,park,ChIJsYF-CFH99IgRiq4TrEhHTtQ,Egan Park,33.6630527,-84.4309616,park|tourist_attraction|point_of_interest|establishment,"3383 Bachelor Street, East Point",OPERATIONAL
public_park,park,ChIJvVDIV2_99IgR903N9KTul7E,Jess Lucas Y-Teen Park,33.6590543,-84.4111933,park|point_of_interest|establishment,"s 30354, 680 South Central Avenue, Hapeville",OPERATIONAL
public_park,park,ChIJ7fJCQmX99IgRV_hsUL_VpGM,Hapeville City Recreation Department,33.6599276,-84.4074884,park|point_of_interest|establishment,"3444 North Fulton Avenue, Hapeville",OPERATIONAL
public_park,park,ChIJsfnlXnr99IgRizmW3RqmcPo,Tom E Morris Sports Complex,33.6611816,-84.4047705,park|point_of_interest|establishment,"3415 Claire Drive, Hapeville",OPERATIONAL
public_park,park,ChIJpYBMGKoC9YgRi_pcQnjRjfA,John D. Milner Athletic Complex,33.6732074,-84.4353186,park|point_of_interest|establishment,"3009 Randall Street, East Point",OPERATIONAL
public_park,park,ChIJZV2n77Pj9IgRPes_JvyFQNA,Flint River Headwaters,33.6687787,-84.4396825,park|point_of_interest|establishment,"1525 Willingham Drive, Atlanta",OPERATIONAL
public_park,park,ChIJSy8KkYz99IgRp8rqJzyQU-E,"Historic Virginia Park, RaineyTriangle",33.6614777,-84.4188357,park|point_of_interest|establishment,"3404 Rainey Avenue, Atlanta",OPERATIONAL
public_park,park,ChIJKcOsDAD99IgRwjjOLPXkAbE,Virginia Park Creekside Meadow,33.660621,-84.4166597,park|point_of_interest|establishment,"Orchard St &, Hamilton Avenue, Hapeville",OPERATIONAL
public_park,park,ChIJE1xboZ4d9YgRo9W3im6a1bY,East Point Dog Park,33.6849506,-84.4501121,park|point_of_interest|establishment,"1898-1800 Warren Way, East Point",OPERATIONAL
public_park,park,ChIJwYtfG0Ud9YgRyqbWINx7GU0,Sumner Park,33.68509239999999,-84.4517248,park|point_of_interest|establishment,"1889 Lexington Avenue, East Point",OPERATIONAL
public_park,park,ChIJKTn7iWX99IgRO9b1rupZydI,Hapeville Parks & Grounds Department,33.659459,-84.4080978,park|point_of_interest|establishment,"3468 North Fulton Avenue, Hapeville",OPERATIONAL
public_park,park,ChIJFfzDu6sD9YgRD2xVQ_lkJCw,River Park,33.6788276,-84.4235565,park|point_of_interest|establishment,"2804 Blount Street, East Point",OPERATIONAL
public_park,park,ChIJbdXlFmL99IgRP9aqYdH90uA,Cofield Park,33.6677792,-84.4109064,park|point_of_interest|establishment,Hapeville,OPERATIONAL
public_park,park,ChIJ3fe9GQAD9YgROKBB3KBguU8,Bryan Park,33.6873014,-84.4378268,park|point_of_interest|establishment,"1472 Bryan Avenue, East Point",OPERATIONAL
public_park,park,ChIJW3vV8HP99IgRbjZiGqUwpow,Hapeville Splash Pad,33.6605574,-84.404861,park|point_of_interest|establishment,"3428-3426 Claire Drive, Hapeville",OPERATIONAL
public_park,park,ChIJMfQ9ZHr99IgRLG9RACmUx9k,John R. Lewis Memorial Park & Dog Park,33.66009870000001,-84.4034656,park|point_of_interest|establishment,"488 King Arnold Street, Hapeville",OPERATIONAL
public_park,park,ChIJhYKLc5n99IgRxccALREKSL8,Hapeville Community Garden,33.6610184,-84.4022823,park|point_of_interest|establishment,"3352-3338 Meadow Road, Hapeville",OPERATIONAL
public_park,park,ChIJS9wF2mP99IgRGT3eGiSBk7U,West Bolling Park,33.666568,-84.4116857,park|premise|point_of_interest|establishment,Hapeville,
public_park,park,ChIJzbWh1LIC9YgRToIVxqhHxXc,Harris Park,33.6851706,-84.4379439,park|premise|point_of_interest|establishment,East Point,
public_park,park,ChIJd7Ua1kAd9YgRyVZXBy0oCWY,Connally Nature Park,33.6925403,-84.4546774,park|premise|point_of_interest|establishment,East Point,
public_park,park,ChIJnzM0j74C9YgRuWky2ccqzx0,Brookdale Park,33.688038,-84.420385,park|premise|point_of_interest|establishment,East Point,
library,library,ChIJN27Q_VId9YgRMJflOhhSN70,East Point Library,33.6803507,-84.4406947,library|point_of_interest|establishment,"2757 Main Street, East Point",OPERATIONAL
library,library,ChIJsULIB3D99IgR68X3RR1yBzI,Hapeville Branch Library,33.6585465,-84.4046073,library|point_of_interest|establishment,"525 King Arnold Street, Hapeville",OPERATIONAL
fire_police_station,fire_station,ChIJ2Us3RlId9YgR2M2u6S660FI,East Point Fire Department,33.680631,-84.4421316,fire_station|point_of_interest|establishment,"3121 Norman Berry Drive, East Point",OPERATIONAL
fire_police_station,fire_station,ChIJAQAAAFAd9YgRW-8HehS3CaI,Fire Defense Center,33.68321809999999,-84.448772,fire_station|point_of_interest|establishment,Atlanta,OPERATIONAL
fire_police_station,fire_station,ChIJ7bSNZmX99IgRD751iNUkcyI,Hapeville Fire Department,33.65944990000001,-84.4080527,fire_station|point_of_interest|establishment,"3468 North Fulton Avenue, Hapeville",OPERATIONAL
fire_police_station,fire_station,ChIJiRIEZGX99IgRRufvyLXA4sw,Hapeville Fire Chief,33.65944930000001,-84.4082458,fire_station|point_of_interest|establishment,"3474 North Fulton Avenue, Hapeville",OPERATIONAL
fire_police_station,fire_station,ChIJv5bb1G799IgRTKHeIR5j0qk,Hapeville City Fire Department Dispa,33.6561531,-84.4126299,fire_station|point_of_interest|establishment,"700 Doug Davis Drive, Hapeville",OPERATIONAL
fire_police_station,fire_station,ChIJjf50m1f99IgR07u_sEUxTto,East Point Fire Station 2,33.6687911,-84.4288264,fire_station|point_of_interest|establishment,"3171 Norman Berry Drive, East Point",OPERATIONAL
fire_police_station,fire_station,ChIJQwLzjV399IgRjCcR8bI7Qu8,Hapeville Fire Station No. 2,33.66340039999999,-84.4179148,fire_station|point_of_interest|establishment,"870 South Central Avenue, Atlanta",OPERATIONAL
fire_police_station,police,ChIJ2Us3RlId9YgRndR99WJ2yyQ,Police Department-Information Services,33.680631,-84.4421316,police|point_of_interest|establishment,"2727 East Point Street, East Point",OPERATIONAL
fire_police_station,police,ChIJ2Us3RlId9YgRCRz5b1XDYoE,East Point Drug Hotline,33.680631,-84.4421316,police|point_of_interest|establishment,"2727 East Point Street, East Point",OPERATIONAL
fire_police_station,police,ChIJv5bb1G799IgRBurXkgCjs0w,Hapeville Police Department,33.6559551,-84.4124573,police|point_of_interest|establishment,"700 Doug Davis Drive, Hapeville",OPERATIONAL
bank,bank,ChIJz_DIs0T99IgRTn4kVJjk1r4,Delta Community Credit Union,33.659504,-84.423373,atm|bank|finance|point_of_interest|establishment,"1025 Virginia Avenue, Hapeville",OPERATIONAL
bank,bank,ChIJF4iilFMd9YgRZiA2D5EKAWs,Bank of America (with Drive-thru ATM),33.67825219999999,-84.4417656,bank|finance|point_of_interest|establishment,"2818 East Point Street, East Point",OPERATIONAL
bank,bank,ChIJv1YFeFMd9YgRvFb2LQ8dfQA,Regions Bank,33.6780279,-84.4409247,bank|atm|finance|point_of_interest|establishment,"2833 Main Street, East Point",OPERATIONAL
bank,bank,ChIJR2b2ClQd9YgRCFT7Vu1qAOo,Wells Fargo Bank,33.6808689,-84.417841,bank|atm|finance|point_of_interest|establishment,"876 Cleveland Avenue, East Point",OPERATIONAL
bank,bank,ChIJsz6KlG_99IgRWAidjHA9XfQ,Regions Bank,33.6578257,-84.4082412,bank|atm|finance|point_of_interest|establishment,"600 South Central Avenue, Hapeville",OPERATIONAL
bank,bank,ChIJkxuqhlr99IgRSWFKMYwrv2M,Carver State Bank,33.6622584,-84.4277461,bank|atm|finance|point_of_interest|establishment,"3420 Norman Berry Drive, Hapeville",OPERATIONAL
bank,bank,ChIJwYjW8lMd9YgRWMEgBbHc64w,Citizens Trust Bank,33.6778769,-84.4420273,bank|atm|finance|point_of_interest|establishment,"2840 East Point Street, East Point",OPERATIONAL
bank,bank,ChIJpxnA6-ED9YgRO_Su2GITses,Bank OZK,33.6808548,-84.4156647,bank|finance|point_of_interest|establishment,"824 Cleveland Avenue Southwest, East Point",OPERATIONAL
bank,bank,ChIJoZXMA5gC9YgRSeUUJloVjHs,Chase Bank,33.6817807,-84.4168552,bank|atm|finance|point_of_interest|establishment,"849 Cleveland Avenue Southwest, Atlanta",OPERATIONAL
post_office,post_office,ChIJheehF1Qd9YgR1eqWEpQeTYg,United States Postal Service,33.6762538,-84.4432944,post_office|finance|point_of_interest|establishment,"2905 East Point Street, Atlanta",OPERATIONAL
post_office,post_office,ChIJLef9gm_99IgRfM0tGRGrhnk,United States Postal Service,33.6584813,-84.4094918,post_office|finance|point_of_interest|establishment,"650 South Central Avenue, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJz9gOpJoC9YgRqXHNHkI4vV4,Walgreens,33.6805533,-84.4081713,drugstore|convenience_store|clothing_store|health|store|food|point_of_interest|establishment,"2711 Metropolitan Parkway Southwest, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJ2xkGbJAC9YgRdMFX4KRcJ8g,Rainbow Shops,33.6823072,-84.4099565,shoe_store|jewelry_store|clothing_store|store|point_of_interest|establishment,"2685 Metropolitan Parkway Southwest, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJ98UKmpAC9YgRr_rp1BSsWo4,City Gear,33.68244299999999,-84.4101619,shoe_store|clothing_store|store|point_of_interest|establishment,"2685 Metropolitan Parkway Southwest Suite/Space #B, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJu618ktP99IgRDZ-RWBMAnoM,The Beauty Box,33.6580891,-84.4086283,hair_care|clothing_store|store|point_of_interest|establishment,"@ Legends Barber Shop, 612 South Central Avenue, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJWe_lCEj99IgRpqEI6TpJE04,Barkermeow,33.659999,-84.3899023,pet_store|jewelry_store|furniture_store|clothing_store|home_goods_store|store|point_of_interest|establishment,"140 Pinstreet Drive, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJ__8_boX99IgRa0VCjcOqX88,CareLoft,33.6599038,-84.3865662,clothing_store|store|point_of_interest|establishment,"3537 Browns Mill Road Southeast, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJtTX-0oT99IgR9zb2pEKLnB0,Care Mart,33.6600852,-84.3866145,clothing_store|store|point_of_interest|establishment,"3537 Browns Mill Road Southeast, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJ6ZvQyd4D9YgR45rRky2fzAI,Niya's Babysitting Of ATL,33.6735858,-84.3910199,clothing_store|store|point_of_interest|establishment,"85, 30354 Mount Zion Road #83, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJe1WxwuID9YgRupE90E_Erzk,Forever N Motion Clothing,33.6786342,-84.4167491,clothing_store|store|point_of_interest|establishment,"844 Cleveland Avenue Southwest, East Point",OPERATIONAL
retail_store,clothing_store,ChIJQQ9ZuIUC9YgRhmzKlIr4iNo,Itsimple Kustoms and Designs,33.6792382,-84.4029016,clothing_store|store|point_of_interest|establishment,"2774 7th Street Southwest, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJlRpsagAD9YgRmI_JNbM78Jc,The merch ship,33.6796593,-84.4176558,clothing_store|store|point_of_interest|establishment,"1004 Cleveland Avenue, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJI38mnG4D9YgRkFqy6_u-mvg,BOSS BEHAVIOR CLOTHING,33.6732266,-84.3854263,clothing_store|store|point_of_interest|establishment,"140 Mount Zion Road Southeast #20, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJr54OYY8C9YgRGUWJv21WMAo,Midnight Blue Novelties & Gift,33.6814888,-84.4030556,clothing_store|store|point_of_interest|establishment,"411 Cleveland Avenue Southwest, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJYyzZQLcD9YgRycoCaJblScY,American beauty 2,33.6823487,-84.4090869,clothing_store|store|point_of_interest|establishment,"2685 Metropolitan Parkway Southwest, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJqRmwpvwD9YgR19TU8H_HrRI,Paperless Motion,33.6836148,-84.3971771,clothing_store|store|point_of_interest|establishment,"2637 Old Hapeville Road Southwest, Atlanta",OPERATIONAL
retail_store,clothing_store,ChIJd104Hoj99IgR9o3KCI21B10,Mdcustoms,33.6448347,-84.3646378,clothing_store|store|point_of_interest|establishment,"4035 Jonesboro Road, Forest Park",OPERATIONAL
retail_store,clothing_store,ChIJ_7E_MNcD9YgRAOTojg2CeXU,UNIK Company,33.6855327,-84.3924154,clothing_store|store|point_of_interest|establishment,"136 Preston Lane, Atlanta",CLOSED_TEMPORARILY
retail_store,clothing_store,ChIJ8SEE_Mr99IgR-vp-t6GpP44,K and S Apparel,33.6439117,-84.3625431,clothing_store|store|point_of_interest|establishment,"4140 Jonesboro Road, Forest Park",OPERATIONAL
retail_store,clothing_store,ChIJ94DvG9399IgRoxVureVa3To,Cerrito Western Wear,33.6427731,-84.3616869,clothing_store|store|point_of_interest|establishment,"4140 Jonesboro Road STE A-1, Forest Park",OPERATIONAL
retail_store,home_goods_store,ChIJS7ur-e799IgRGAHbaWnPuQk,"Scott Antique Markets, Atlanta",33.6558301,-84.3660788,home_goods_store|store|point_of_interest|establishment,"3650 Jonesboro Road Southeast, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJ590MCJH99IgRWQ26-_lyY3g,Auto-Chlor System,33.66976320000001,-84.3988362,laundry|furniture_store|home_goods_store|store|food|point_of_interest|establishment,"3055 Commerce Way, Hapeville",OPERATIONAL
retail_store,home_goods_store,ChIJVz-1fo_99IgRxXH2rz-SSZU,RIS Insulation Supply,33.6606491,-84.3853701,home_goods_store|store|point_of_interest|establishment,"3465 Browns Mill Road Southeast, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJmTlPWoAC9YgRRrgQR3eFNGU,Forever Flooring Co.,33.672079,-84.3987164,home_goods_store|store|point_of_interest|establishment,"3020 Commerce Way Southeast, Hapeville",OPERATIONAL
retail_store,home_goods_store,ChIJC59mZOj99IgRC6XdHA8Wtu0,American Home and Garden Expo,33.6554198,-84.3661881,furniture_store|home_goods_store|spa|store|general_contractor|point_of_interest|establishment,"3650 Jonesboro Road Southeast, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJXVTI-Pz79IgRnPdI8plho2g,Accurate Forklift,33.69075709999999,-84.4245348,home_goods_store|finance|store|car_repair|point_of_interest|establishment,"1120 Oakleigh Drive, East Point",OPERATIONAL
retail_store,home_goods_store,ChIJE58_voX99IgRA38rma0DkCM,Northside Material Brokers,33.6627393,-84.3869999,furniture_store|home_goods_store|store|point_of_interest|establishment,"3449 Hamilton Boulevard Southwest, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJzVwozJsd9YgRtfen-pwnJis,Aaron's Rent To Own,33.681954,-84.4081153,furniture_store|electronics_store|home_goods_store|store|point_of_interest|establishment,"2685 Metropolitan Parkway Southwest Ste. E, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJb_TfsEL99IgRbkIidbQfJm8,Builders Closeout Supply,33.6600499,-84.3923722,home_goods_store|store|point_of_interest|establishment,"3455 Empire Boulevard Southwest, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJs0ySnhX99IgRUn1vOwuxOV4,Painters Supply & Equipment Co,33.6596031,-84.3896729,home_goods_store|store|point_of_interest|establishment,"3475 Hamilton Boulevard Southwest, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJ19rHTRMD9YgR15UM5FZkkDM,Flooring *tell hamza victoria sent you.,33.6720615,-84.3988593,home_goods_store|store|point_of_interest|establishment,"3020 Commerce Way, Hapeville",OPERATIONAL
retail_store,home_goods_store,ChIJRzI2utYD9YgRISpeqZFnqj8,Cheap flooring outlet,33.672394,-84.3989064,home_goods_store|store|point_of_interest|establishment,"3020 Commerce Way suite B, Hapeville",OPERATIONAL
retail_store,home_goods_store,ChIJlba2l5oC9YgRWCkl91lHUHk,Walgreens Photo,33.6805393,-84.4081642,electronics_store|home_goods_store|store|point_of_interest|establishment,"2711 Metropolitan Parkway Southwest, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJ22R4IO399IgRUSUZEDEFq08,Transcor Supply,33.6590917,-84.3734669,home_goods_store|general_contractor|store|point_of_interest|establishment,"3645 Southside Industrial Parkway Suite 107, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJEQqVGEId9YgRtcYro0xoNd4,L.O.S. Liquidation Outlet Store,33.6801713,-84.395975,home_goods_store|storage|store|point_of_interest|establishment,"230 Cleveland Avenue Southwest, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJZ6pWKWMC9YgRBVmGBTuz2ZI,Skyline Laundromats (Cleveland Ave),33.6808025,-84.3932154,atm|laundry|home_goods_store|finance|store|point_of_interest|establishment,"126 Cleveland Avenue Southwest, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJLx9jQe799IgRW44dUE-Tnf0,Barnyard Antiques,33.6556164,-84.3683173,home_goods_store|store|point_of_interest|establishment,"3650 Jonesboro Road Southeast, Atlanta",OPERATIONAL
retail_store,home_goods_store,ChIJVQ59X6L99IgRiSVP3yi2sLM,M&G Mattress,33.643063,-84.3618322,furniture_store|home_goods_store|store|point_of_interest|establishment,"4140 Jonesboro Road Suite 445, Forest Park",OPERATIONAL
retail_store,home_goods_store,ChIJ7fajvLIF9YgRTJpjBrDUARw,Gina's Boutique BHW LLC,33.6430439,-84.3617541,jewelry_store|home_goods_store|clothing_store|store|point_of_interest|establishment,"4140 Jonesboro Road Ste D8, Forest Park",OPERATIONAL
retail_store,home_goods_store,ChIJaS2Mb1j99IgRYo9z_TBZAH4,Mattress Connect,33.6430439,-84.3617541,furniture_store|home_goods_store|store|point_of_interest|establishment,"4140 Jonesboro Road, Forest Park",CLOSED_TEMPORARILY
grocery_store,grocery_or_supermarket,ChIJQ8E5Vo8C9YgRleM0cNr5abc,Piggly Wiggly,33.6796326,-84.3959273,supermarket|grocery_or_supermarket|store|point_of_interest|food|establishment,"230 Cleveland Avenue Southwest, Atlanta",OPERATIONAL
grocery_store,grocery_or_supermarket,ChIJG7casGIC9YgRbMPTqQLBFJc,El Progreso I,33.6813537,-84.3955877,grocery_or_supermarket|supermarket|store|point_of_interest|food|establishment,"199 Cleveland Avenue Southwest, Atlanta",OPERATIONAL
restaurant,restaurant,ChIJjeZo_YUC9YgRULgq2ITCSJs,Walter's Soul Food Cafe,33.68061199999999,-84.401637,restaurant|food|point_of_interest|establishment,"394 Cleveland Avenue Southwest, Atlanta",OPERATIONAL
restaurant,restaurant,ChIJD1nbdJAC9YgR3208bmNtpZ0,Burger King,33.6816149,-84.4081774,restaurant|food|point_of_interest|establishment,"2701 Stewart Ave S W, Atlanta",OPERATIONAL
