amenity_key,google_type,place_id,name,lat,lon,types,vicinity,business_status
commercial_livestock,farm,ChIJeS0TVbIZk4gRtUBUmqFp5Uw,Cherokee Country Kennel,30.659601,-85.316288,point_of_interest|establishment,"1287 Fairview Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJYzbWpMAik4gRwEKfMIvHMt8,Tag's Place,30.6296152,-85.2486696,point_of_interest|establishment,"891 Pittman Hill Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJw3xn3vQXk4gRKgjxf7vxb_A,Garage Door Repair & More,30.6252671,-85.298716,point_of_interest|establishment,"3601 Tipaquan Street, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJA9JN_UYYk4gRjHRWDaPu3h4,Master's Touch,30.653213,-85.300067,general_contractor|point_of_interest|establishment,"1193 Harvest Ridge, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJKRTfv0YYk4gRw9DOAz4otKQ,The Pinnacle Church,30.6547714,-85.29942299999999,church|place_of_worship|point_of_interest|establishment,"1221 Dipper Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJbWPmv0YYk4gRwVSNO-I5I24,Hickory Level Church,30.6547714,-85.29942299999999,church|place_of_worship|point_of_interest|establishment,"1221 Dipper Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJT-lTPC4bk4gRIvtOjQVxnkc,McCormick Lake,30.6394747,-85.3284237,park|point_of_interest|establishment,Alford,OPERATIONAL
commercial_livestock,farm,ChIJb4EDYBIZk4gR0fLwC2d_gNY,A.S.A.P. Roofing of Walton County Inc,30.6579808,-85.3154351,point_of_interest|establishment,"Fairview Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJlWdLYfEXk4gRH80iasbSKWU,WealthWise Financial Partners,30.6179457,-85.3360828,insurance_agency|finance|point_of_interest|establishment,"712 Deshutes Drive, Alford",OPERATIONAL
commercial_livestock,farm,ChIJndqRfQAZk4gRwFkUauPtetU,GregoryTeator,30.6394178,-85.3397517,point_of_interest|establishment,,OPERATIONAL
commercial_livestock,farm,ChIJh0GtFuMZk4gRNFNYREo4pxw,Jack's Painting & Pressure,30.6324041,-85.3432559,painter|point_of_interest|establishment,"915 Castle Circle, Alford",OPERATIONAL
commercial_livestock,farm,ChIJByS1Pq4Zk4gRJbbQ1hgIwVY,Pilgrim Rest Assembly of God,30.663864,-85.32035619999999,church|place_of_worship|point_of_interest|establishment,"3347 Pilgrim Rest Church Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJoWxlUgAXk4gRhMVltacGunU,Compass Lake in the Hills Fire Dept Station 45,30.6202193,-85.3430782,point_of_interest|establishment,"3085 Nortek Boulevard, Alford",OPERATIONAL
commercial_livestock,farm,ChIJAwaGw4kYk4gRhxFQyWn6Moc,George Speers Masonry LLC,30.67367699999999,-85.286169,general_contractor|point_of_interest|establishment,"3709 Scott Church Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJzaPmqdMXk4gRJcfwIK-HYwo,Econfina Creek Head Water,30.5867776,-85.3170284,point_of_interest|establishment,"10-2N-11-0000-0140-0000, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJ1ZYm44Uik4gRBZwPbxmBoAw,Bar L Ranch,30.6659481,-85.2625999,point_of_interest|establishment,"1229 Bar L Ranch Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJkUobL4YYk4gRIv6bSqZc8LQ,Scott Church,30.6760272,-85.28214969999999,church|place_of_worship|point_of_interest|establishment,Marianna,OPERATIONAL
commercial_livestock,farm,ChIJ_-uLTmANk4gRoUgkE7JYPHM,A to Z Handyman Remodeling,30.6089963,-85.3509892,general_contractor|point_of_interest|establishment,"593 Ocala Drive, Alford",OPERATIONAL
commercial_livestock,farm,ChIJURBFYl4Zk4gROT8MAtB3K9Y,Cherokee Satsumas,30.6771263,-85.3156447,point_of_interest|establishment,"1525 Fairview Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJC_jc-IgYk4gRWtgzzFt83LE,James E. Lipford LittleLots Mobile Homes,30.67441029999999,-85.27512130000001,point_of_interest|establishment,"3870 Scott Church Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJXfJMhxYXk4gR2fsaGxiUgxc,Silver Lake North,30.5813289,-85.31590369999999,lodging|point_of_interest|establishment,"270 Silver Lake North, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJ8QQjcAARk4gRr9cABplkx4Q,Lake house,30.6068624,-85.3564172,point_of_interest|establishment,"563 McPherson Drive, Alford",OPERATIONAL
commercial_livestock,farm,ChIJQdFG9YUZk4gRo6la9IPAL-4,Mission Technologies Inc,30.6648183,-85.34842859999999,point_of_interest|establishment,"1348 Sleepy Hollow Drive, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJ7zVZi8oQk4gRrEZqY3kgasU,Kratom Trading Co,30.6050519,-85.35723999999999,point_of_interest|establishment,"537 McPherson Drive, Alford",OPERATIONAL
commercial_livestock,farm,ChIJSen1XCoRk4gRzrEzZYttsZA,Tri-County Welding Services,30.61074849999999,-85.3624342,point_of_interest|establishment,"2850 Deer Run Circle, Alford",OPERATIONAL
commercial_livestock,farm,ChIJSyzatnYZk4gRL721sv4y-WA,Pine Ridge Church,30.6799161,-85.3404834,church|place_of_worship|point_of_interest|establishment,Marianna,OPERATIONAL
commercial_livestock,farm,ChIJu47A37AXk4gR03Rrf8IIAWE,Silver Oaks Farm,30.56878099999999,-85.32051799999999,lodging|point_of_interest|establishment,"3395 Seminole Lane, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJC5J8JVgik4gRzPcUJ9WqL8k,J & P Fence,30.673256,-85.241714,general_contractor|point_of_interest|establishment,"1495 Lipford Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJq1PF8tMbk4gRHpf-SQhpXAw,Mayo & Son Construction,30.6797616,-85.3606666,general_contractor|point_of_interest|establishment,"1578 Mill Road, Alford",OPERATIONAL
commercial_livestock,farm,ChIJy5j0CoARk4gR3LPzGax8iPM,Vulcan Mobile Welding and Fabrication LLC,30.629541,-85.3838342,point_of_interest|establishment,"856 Fairborn Avenue, Alford",OPERATIONAL
commercial_livestock,farm,ChIJ9S0iIgQRk4gRNUiX_s7HdcQ,Vulcan Boats,30.629541,-85.3838342,point_of_interest|establishment,"856 Fairborn Avenue, Alford",OPERATIONAL
commercial_livestock,farm,ChIJ057ISpojk4gRolkoLubjzSY,Punch's Auto Sales LLC,30.6855792,-85.24296559999999,car_dealer|store|point_of_interest|establishment,"4252 Laramore Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJVY1nAOkQk4gR2J3Tg4MsK-E,Professional Surveyor & Mapper,30.598923,-85.3782558,point_of_interest|establishment,"2668 Mona Lane, Alford",OPERATIONAL
commercial_livestock,farm,ChIJEe-QewARk4gRurvcchbgTc0,Cool yellow building,30.596544,-85.3773033,store|point_of_interest|establishment,"Somewhere Lane, Alford",OPERATIONAL
commercial_livestock,farm,ChIJ0cxDwIURk4gRHaSBAzqHN8w,Lake House,30.59781499999999,-85.378866,point_of_interest|establishment,"437 Lakeshore Drive, Alford",OPERATIONAL
commercial_livestock,farm,ChIJTc4S8NsRk4gRCmbe4Zclv18,Compass Lake cabins,30.6079126,-85.3841272,lodging|point_of_interest|establishment,Alford,OPERATIONAL
commercial_livestock,farm,ChIJDTvZIngRk4gR-LHjtB9A3Es,Freeman's TCB English Mastiffs,30.6106633,-85.3851653,point_of_interest|establishment,"612 Kokomo Avenue, Alford",OPERATIONAL
commercial_livestock,farm,ChIJo7IVP44Qk4gRt5J0kNNpd5w,Compass Lake Fire Tower,30.6149159,-85.3871492,fire_station|point_of_interest|establishment,Alford,OPERATIONAL
commercial_livestock,farm,ChIJz5YoSFoRk4gRYNB4Q_gaOPA,Compass Lake at Compass Lake in the Hills,30.6064905,-85.3846636,park|point_of_interest|establishment,"533 Lookout Lane, Alford",OPERATIONAL
commercial_livestock,farm,ChIJxRT4le4Qk4gRQJVPS0WbL1o,Dothan Boat Club,30.6004459,-85.3820837,point_of_interest|establishment,"2576-2600 Lakeview Circle, Alford",OPERATIONAL
commercial_livestock,farm,ChIJqTg9940Zk4gRwjaxcM74Jx0,Ebenezer Missionary Baptist Church,30.7038961,-85.33214799999999,church|place_of_worship|point_of_interest|establishment,"3169 Gardenview Road, Cottondale",OPERATIONAL
commercial_livestock,farm,ChIJ2cgt3KIRk4gRrS6cKo7JxqQ,The Cove at Compass Lake,30.60675749999999,-85.3877162,restaurant|food|point_of_interest|establishment,"566 Lakepoint Road, Alford",OPERATIONAL
commercial_livestock,farm,ChIJX_6btz4bk4gRR8nccaVdt8Q,Round Lake,30.6514428,-85.3889035,park|point_of_interest|establishment,"U.S. 231, Alford",OPERATIONAL
commercial_livestock,farm,ChIJfXCTvfIbk4gRVVGUs4kR0xM,JS Wilen LLC,30.6381984,-85.39350639999999,general_contractor|point_of_interest|establishment,"995 Highlands Circle, Alford",OPERATIONAL
commercial_livestock,farm,ChIJZ4o9kGA6k4gRJISnb8DjDpA,Altha,30.5704721,-85.12714419999999,locality|political,Altha,
commercial_livestock,farm,ChIJ4wt38wwvk4gRy5fkfg5YwEw,Folsom Airstrip-2FL3,30.669009,-85.083472,airport|point_of_interest|establishment,"6155 Rocky Creek Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJUZ9RS_U6k4gRW-2xslenVpg,Dollar General,30.5765699,-85.1277176,drugstore|convenience_store|grocery_or_supermarket|food|store|health|point_of_interest|establishment,"26014 North Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJsyPcjvEkk4gRnLtSMVABW6g,Dolomite Inc,30.6603417,-85.1652754,general_contractor|point_of_interest|establishment,"1321 Florida 71, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJ4_iHVyslk4gRfBD_D4fufqk,Kim Stone Photography,30.6221213,-85.1424876,point_of_interest|establishment,"5465 Alliance Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJUdF7QMw6k4gRZSb_7A48XNU,Alliance Hill RV Resort,30.6163139,-85.13119499999999,rv_park|lodging|point_of_interest|establishment,"639 Plymouth Loop, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJRQOjb_I6k4gRNDOwYMTBdmo,Oglesby plant international Tissue culture Labs,30.5856483,-85.1297931,point_of_interest|establishment,"26664 Florida 71, Altha",OPERATIONAL
commercial_livestock,farm,ChIJo_rPVPU6k4gRICRjbhkSnNI,United States Postal Service,30.5755125,-85.1276305,post_office|finance|point_of_interest|establishment,"25934 North Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJdzhbB2A6k4gRjSk3hVctSWs,Ellis Agency,30.5728811,-85.127406,insurance_agency|point_of_interest|establishment,"25744 North Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJH3MKa146k4gRsX0TzT_oW4o,First Baptist Church of Altha,30.5705662,-85.1286478,church|place_of_worship|point_of_interest|establishment,Altha,OPERATIONAL
commercial_livestock,farm,ChIJLf4G4l86k4gR9F9IPCVZkVE,Chevron,30.5699481,-85.12752259999999,gas_station|convenience_store|car_repair|food|store|point_of_interest|establishment,"25552 Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJd2H2_V86k4gR8vksHrh7xrY,Eagleston Enterprises Inc.,30.56698699999999,-85.12754199999999,electronics_store|store|point_of_interest|establishment,"25354 Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJZYAi4zMkk4gRxtxG-SE3594,Hinson Woodworks Inc,30.697336,-85.152929,general_contractor|point_of_interest|establishment,"5336 Rocky Creek Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJr9NSVfU6k4gR3VymeNYCEtw,Smith's Supermarket,30.5743344,-85.1277817,grocery_or_supermarket|supermarket|food|store|point_of_interest|establishment,"25868 North Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJr5vOtGM6k4gRQ_GcTS_xjCQ,Waldroff Mini Storage,30.5719612,-85.1210722,storage|point_of_interest|establishment,"16135 NE Waldroff Lane, Altha",OPERATIONAL
commercial_livestock,farm,ChIJSdvU5zokk4gREOQy35z2JE0,Great Rate Tree Service LLC,30.700929,-85.160263,point_of_interest|establishment,"5243 Rocky Creek Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJl9PTHxIkk4gR4938m8C8xiA,Bontrager Whitetails,30.6970609,-85.17976139999999,park|point_of_interest|establishment,"5004 Bontrager Lane, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJRfGAs8wvk4gRtnlE9OtwUmo,"Landmark Fine Homes, Inc",30.6346184,-85.0649615,point_of_interest|establishment,"6310 Birchwood Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJZ4WbrnE8k4gRebKmYSGAKck,F L Auto Fastener,30.56159349999999,-85.1968709,car_repair|store|point_of_interest|establishment,"24968 Northwest Ruscito Lane, Altha",OPERATIONAL
commercial_livestock,farm,ChIJB-j54dw6k4gRi5ehXhP38rM,Cox,30.60139,-85.1391699,locality|political,Cox,
commercial_livestock,farm,ChIJpZyHHDQvk4gR0SiRvL3ROGk,Tim & Son Tire Repair & Such,30.70382859999999,-85.1847216,car_repair|point_of_interest|store|establishment,"1910 Florida 71, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJz-sJaWA6k4gRkgu25KPKIlM,Altha Public High School,30.5732222,-85.1261375,secondary_school|school|point_of_interest|establishment,"25820 Fuqua Circle, Altha",OPERATIONAL
commercial_livestock,farm,ChIJyYBPp8Ekk4gRGDYMnze0GgI,Arcosa Aggregates - Marianna,30.6375749,-85.16889259999999,point_of_interest|establishment,"5160 Vermont Road #7473, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJZ4dICuw6k4gReA94rP72WdQ,GreenPoint Ag,30.592339,-85.131321,food|point_of_interest|establishment,"15527 Northeast Mount Olive Cemt Road, Altha",OPERATIONAL
commercial_livestock,farm,ChIJ0WOFYoklk4gRfQpHCxNaQ3s,Lipford painting,30.622435,-85.151522,point_of_interest|establishment,"5323 Alliance Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJoRjCzVslk4gRgk4aY5RWjvg,Twins mobile home park,30.6343364,-85.15861509999999,point_of_interest|establishment,"953 Florida 71, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJC4eAEjklk4gRkshycpzUv5o,Doublewide INC,30.6346519,-85.1591369,point_of_interest|establishment,"5261 Twin Lane, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJr1Y_6Mskk4gROa4UxQlEot0,Launch Point,30.6272956,-85.1647067,point_of_interest|establishment,Marianna,OPERATIONAL
commercial_livestock,farm,ChIJ3wzV9OIkk4gR6k7Tc1X4hQE,Panhandle Excavating Inc,30.6535696,-85.1492407,general_contractor|point_of_interest|establishment,"5294 Suncrest Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJq0PyAt86k4gRD5kqPpMLbl0,North Florida Transport,30.602158,-85.145438,moving_company|point_of_interest|establishment,"14569 Northwest Sam Duncan Road, Altha",OPERATIONAL
commercial_livestock,farm,ChIJ71kH9MU7k4gReM01PdMqs_M,Mt. Olive Baptist Church of Alliance,30.6187001,-85.11217359999999,church|place_of_worship|point_of_interest|establishment,"5779 Hansford Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJcRe8yog7k4gR837PKe1cq_A,Two Eyes Ranch,30.602638,-85.1770984,point_of_interest|establishment,"508 Florida 73, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJHeyonyg7k4gRNKFxJF2bGxA,Peacock Farms Trucking,30.6104083,-85.1134038,point_of_interest|establishment,"656 Dowling Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJf6NNagU7k4gRUPoAYvl3S4w,"Oglesby Plants International, Inc.",30.5881861,-85.1411066,point_of_interest|establishment,"15168 Northwest Oglesby Road, Altha",OPERATIONAL
commercial_livestock,farm,ChIJjdY5_Kc6k4gREe7A6_4-dwE,Beauchamp Farms,30.608523,-85.106831,point_of_interest|establishment,"630 Redlevel Loop, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJz3iJOWQ7k4gRFk-HVca6bsU,Pledger Electrical Heating & Air,30.5932387,-85.1824223,general_contractor|point_of_interest|establishment,"399 Florida 73, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJK0lhnPE6k4gR_CG_bK4QimE,City Ball Park and Recreation,30.5846164,-85.13302619999999,park|point_of_interest|establishment,"nw, 15727 Bodiford Road, Altha",OPERATIONAL
commercial_livestock,farm,ChIJk61O-YUvk4gRNg2POlvQTFE,Millie Bee Farm,30.6547224,-85.1009007,point_of_interest|establishment,"1209 Beauchamp Farm Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJL5cmtucjk4gRjqLYRLhIs5g,Palm Island Campsite,30.66010000000001,-85.1952,campground|lodging|park|point_of_interest|establishment,Marianna,OPERATIONAL
commercial_livestock,farm,ChIJm7iozvQ6k4gRKNEZ9N2JJFk,Bumper To Bumper/Altha Auto Parts,30.5789903,-85.1275318,car_repair|point_of_interest|store|establishment,"26178 Florida 71, Altha",OPERATIONAL
commercial_livestock,farm,ChIJb7x6cIQlk4gR5B5OVq-DXCg,Evergreen Church,30.6740346,-85.11245989999999,church|place_of_worship|point_of_interest|establishment,"5781 Mockingbird Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJO9aQVwAlk4gR3nZOeY3I1WE,Rubber fruitstand,30.6807177,-85.1743145,point_of_interest|establishment,"1606 Florida 71, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJP6_YYYI8k4gRv5gqkU44tDE,Hasty Pond Church,30.5860273,-85.19047940000002,church|place_of_worship|point_of_interest|establishment,Marianna,OPERATIONAL
commercial_livestock,farm,ChIJqfLmxZo7k4gRM7pIMp0967M,FedEx OnSite,30.5766096,-85.12770669999999,point_of_interest|establishment,"26014 North Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJVVXFN_U6k4gR27d-9ZbXbuc,Redbox,30.5765699,-85.1277176,movie_rental|store|point_of_interest|establishment,"26014 North Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJs6JJPGE6k4gRmCU9_1O6cD4,Altha Church of God,30.57631579999999,-85.12451589999999,church|place_of_worship|point_of_interest|establishment,"26000 Fuqua Circle, Altha",OPERATIONAL
commercial_livestock,farm,ChIJd2H2_V86k4gRzlTB0cfL1f8,Altha Police Department,30.57504699999999,-85.1277174,police|point_of_interest|establishment,"25886 North Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJtTpwQwslk4gRYJU8-XlBBws,Pro-Mow Lawn Care & Landscaping,30.6894888,-85.14737009999999,point_of_interest|establishment,"5386 Sonic Drive, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJ5UCm8lQlk4gR4CIVtTCZ-JE,WATFORD LAND SERVICES,30.6902431,-85.1471464,general_contractor|point_of_interest|establishment,"1733 Delta Lane, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJq6qqbmA6k4gRp-L9mcXFSao,Altha Public School Old Gym,30.5732398,-85.1262181,gym|health|point_of_interest|establishment,"25820 NE, Fuqua Circle, Altha",OPERATIONAL
commercial_livestock,farm,ChIJbeF5QgA7k4gRTM11oKf4DRY,Future Breeze Systems,30.5721891,-85.12743569999999,point_of_interest|establishment,"25708 Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJmaS7R1kwk4gRXNFASJne-2k,Altha Public Library,30.5699707,-85.13637200000001,library|point_of_interest|establishment,"15225 County Road 274, Altha",OPERATIONAL
commercial_livestock,farm,ChIJEcUAwjI7k4gRHVK3xRgmWGc,Tipton & Son,30.57133799999999,-85.12960199999999,point_of_interest|establishment,"15620 Northwest Broad Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJCZ-QE2E6k4gR6HfZY1rQcV4,Altha Fire Department,30.5709359,-85.12817249999999,fire_station|point_of_interest|establishment,"Broad Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJA5pQZ8clk4gRc6k-Gn4Nbks,Rocky Creek Baptist Church,30.69044760000001,-85.1337197,church|place_of_worship|point_of_interest|establishment,"5458 Rocky Creek Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJM087cqs7k4gRvaD7tsnqsSg,Hunt Brothers Pizza,30.5709437,-85.126952,restaurant|food|point_of_interest|establishment,"25653 Florida 71, Altha",OPERATIONAL
commercial_livestock,farm,ChIJfYB9IF46k4gR6iPLvwYzGdU,Jc's Convenience Store,30.5709437,-85.126952,convenience_store|food|store|point_of_interest|establishment,"25653 Florida 71, Altha",OPERATIONAL
commercial_livestock,farm,ChIJeV_p4Fg6k4gR5T5UF35GFMw,Altha Church God Day Care,30.5696961,-85.13162349999999,point_of_interest|establishment,"25545 5th Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJKczaH146k4gRMT7ZtmXKAhU,Waldorff Ace Hardware,30.5708018,-85.12698809999999,hardware_store|home_goods_store|store|point_of_interest|establishment,"25615 North Main Street, Altha",OPERATIONAL
commercial_livestock,farm,ChIJ36uJFjUkk4gRRJpHzmzysfM,Woods and Sons Air Conditioning and Heating LLC,30.6926358,-85.14950569999999,general_contractor|point_of_interest|establishment,"5364 Turk Road, Marianna",OPERATIONAL
commercial_livestock,farm,ChIJYRlMM_krk4gRlNttxdEbitY,Grand Ridge,30.71287899999999,-85.020203,locality|political,Grand Ridge,
commercial_livestock,farm,ChIJKcvBnbUtk4gRowbCpf4ynYI,Shady Grove Pentecostal,30.6592193,-85.00163080000002,church|place_of_worship|point_of_interest|establishment,"7541 Shady Grove Road, Grand Ridge",OPERATIONAL
commercial_livestock,farm,ChIJqW3wzbktk4gRhiWdxSomCpY,Shady Grove Methodist Church,30.65273689999999,-84.9957709,church|place_of_worship|point_of_interest|establishment,"7305 Birchwood Road, Grand Ridge",OPERATIONAL
commercial_livestock,farm,ChIJpRjFFKAtk4gRjkmFm85f-5s,Sneads Weigh Station Westbound,30.6398445,-84.9828459,point_of_interest|establishment,"7370 Florida 10, Grand Ridge",OPERATIONAL
commercial_livestock,farm,ChIJq2Cg37Atk4gR-rm5GiceX4I,Ken's trucking,30.6491818,-85.00430159999999,point_of_interest|establishment,"7213 Birchwood Road, Grand Ridge",OPERATIONAL
commercial_livestock,farm,ChIJTVxVx6gtk4gROnNJ3NkfiiA,Basford Farms,30.6501035,-84.9879316,food|point_of_interest|establishment,"1212 Spivey Road, Grand Ridge",OPERATIONAL
commercial_livestock,farm,ChIJyU3iO2Iuk4gRfbH2SWoQ8_k,Marathon Gas,30.6608263,-85.03791369999999,gas_station|point_of_interest|establishment,"1342 Florida 69, Grand Ridge",OPERATIONAL
commercial_livestock,farm,ChIJwY79sp8uk4gRPenU1QyOrOg,American Tower Corporation,30.6830901,-85.0254118,point_of_interest|establishment,"1439 Florida 69, Grand Ridge",OPERATIONAL
